#,PR,PR_Link,Main_Category,Subcategory,Evidence,Explanation,Label,Status
293,capture-app/pull/4109,https://github.com/dhis2/capture-app/pull/4109,QUALITY ; REFACTORING ; INTEGRATION ; QUALITY ; INTEGRATION ; OBJECTIVE,Coding convention ; Refactoring correctness ; Build failure ; Coding convention ; Build failure ; Scope change,"Rename `MiniMapProps` to `OwnProps` | Remove `& WithStyles<typeof styles>` and fix the 'Property 'classes' does not exist on type 'OwnProp | `@dhis2/app-runtime` is missing some exports. You can fix this issue by doing the following:

1) A | Please remove the comment you added. The code should look like this: 
`const { updateMutation } = u | Fix the 'Cannot find module 'capture-core-utils/types' or its corresponding type declarations.' erro | It looks like you moved the `styles` to src/core_modules/capture-core/components/WidgetEnrollment/Mi",Reviewer requests renaming a type to follow a naming convention pattern used in the codebase. | Reviewer identifies an incorrect type conversion that needs to be fixed during the Flow to TypeScript refactoring. | Reviewer identifies a missing dependency export issue that would cause build/compilation problems. | Reviewer requests removal of unnecessary comments to maintain code cleanliness and follow coding standards. | Reviewer identifies a module resolution error that prevents successful compilation of the TypeScript code. | Reviewer questions whether moving styles to a different location is within the intended scope of the Flow to TypeScript conversion refactoring.,accepted,Accepted
294,capture-app/pull/4180,https://github.com/dhis2/capture-app/pull/4180,QUALITY ; QUALITY ; QUALITY ; QUALITY,Coding convention ; Coding convention ; Internal quality attribute ; Coding convention,"Don't export `SingleLockedSelectProps`, `Option` and `ReadyProp` | Rollback `export` | Change to `selectedCategories?: { [categoryId: string]: { writeAccess: boolean } }` | Use `??` instead of `||`","Reviewer is enforcing conventions about what should and should not be exported from a module, indicating proper encapsulation practices. | Multiple instances of reviewer requesting to remove exports that should not be part of the public API, enforcing module visibility conventions. | Reviewer is requesting a more precise TypeScript type definition, improving type safety and internal code quality. | Reviewer is requesting use of nullish coalescing operator (??) over logical OR (||), which is a TypeScript/JavaScript best practice to avoid false-positive coercion issues.",accepted,Accepted
295,capture-app/pull/4256,https://github.com/dhis2/capture-app/pull/4256,REFACTORING ; QUALITY ; QUALITY,Refactoring correctness ; Coding convention ; Coding convention,Rollback this change | Change to const styles: Readonly<any> = (theme: any) => ({ | Remove classes and use` WithStyles<type of styles>` on line 76,"Reviewer is requesting reversal of specific refactoring changes, indicating the conversion approach may be incorrect for certain parts of the code. | Reviewer is requesting specific TypeScript typing conventions be followed for the styles definition. | Reviewer is providing specific guidance on proper TypeScript typing patterns for WithStyles usage, enforcing TypeScript conventions.",accepted,Accepted
296,integration-templates/pull/240,https://github.com/NangoHQ/integration-templates/pull/240,REFACTORING ; OBJECTIVE ; QUALITY,Refactoring co-occurrence with changes ; Scope change ; Design pattern,"This is replacing too much code. It should only remove the zod specific checks. Not remove the 
```
const { baseId, specification } = parsedInput. | This should not be removed as it isn't part of the validation logic | Don't make this change. Use the models file. Change this here and wherever else this change was made","Reviewer indicates the refactoring is removing more code than necessary, mixing refactoring changes with unrelated code removal beyond the validation pattern replacement. | Reviewer identifies that changes extend beyond the stated refactoring objective of replacing validation patterns, removing code unrelated to validation logic. | Reviewer is enforcing architectural pattern of using the models file rather than inline definitions, ensuring consistency in code organization.",accepted,Accepted
297,pumpspace-backend/pull/14,https://github.com/PumpSpaceOrg/pumpspace-backend/pull/14,QUALITY,Coding convention,文件名是 indicator-cache.service.ts ，class name 是 SmartMoneyCacheService，并不符合惯例。应该统一,"The reviewer points out an inconsistency between the filename (indicator-cache.service.ts) and the class name (SmartMoneyCacheService), indicating this violates naming conventions. The reviewer explic",accepted,Accepted
298,capture-app/pull/4240,https://github.com/dhis2/capture-app/pull/4240,QUALITY,Lack of documentation,"const mapStateToProps = (state: ReduxState) => ({
    error: state.activePage.selectionsError && state.activePage.selectionsError.error, // TODO:","The reviewer is highlighting a TODO comment in the code, indicating incomplete documentation or implementation that needs to be addressed or clarified.",accepted,Accepted
299,capture-app/pull/4241,https://github.com/dhis2/capture-app/pull/4241,QUALITY,Coding convention,"Use `any` type directly in the code, remove type.",The reviewer is requesting adherence to TypeScript coding conventions by suggesting the use of the built-in `any` type directly rather than creating a custom type alias for it. This is a style/convent,accepted,Accepted
300,capture-app/pull/4242,https://github.com/dhis2/capture-app/pull/4242,REFACTORING,Refactoring correctness,"Do not remove this code:
```
{/* <Tab
                            key=""refer-tab""
                            selected={mode === tabMode.REFER}",Reviewer is correcting the refactoring by preventing removal of specific code that should be preserved during the TypeScript conversion.,accepted,Accepted
301,capture-app/pull/4112,https://github.com/dhis2/capture-app/pull/4112,QUALITY ; REFACTORING ; REFACTORING ; OBJECTIVE ; INTEGRATION,Coding convention ; Refactoring correctness ; Refactoring correctness ; Scope change ; Configuration issue,"To resolve the SonarQube error, use operator `??` instead of `||` | Remove this line and fix the error by also removing `classes: Record<string, string>` from the `Coor | Revert the changes made in this line and fix the error by adding an optional ?, like so: `center?: [ | There is no need for so many changes. Using `any` is enough. | Revert to using `ReactDOM.render(jsx, div)` and resolve the TypeScript error by downgrading `@types/","Reviewer requests adherence to coding standards enforced by SonarQube, specifically preferring nullish coalescing operator over logical OR. | Reviewer identifies incorrect implementation in the TypeScript conversion and provides specific correction guidance. | Reviewer points out that unnecessary changes were made and provides the correct TypeScript type annotation approach using optional chaining. | Reviewer indicates that the refactoring went beyond necessary scope, suggesting a simpler approach that limits changes. | Reviewer identifies a dependency version configuration issue related to TypeScript types and suggests reverting code with configuration adjustment.",accepted,Accepted
302,capture-app/pull/4184,https://github.com/dhis2/capture-app/pull/4184,QUALITY ; REFACTORING ; QUALITY,Coding convention ; Refactoring correctness ; Lack of documentation,"Remove type. Do not add typing for i18n. If you get a TypeScript error, you can ignore it. | Should it be readOnly or is it not necessary? | Do not remove comment","Reviewer is providing guidance on typing conventions specific to this codebase, instructing not to add types for i18n. | Reviewer is questioning whether the correct TypeScript modifier (readOnly) should be applied, which relates to the correctness of the refactoring from Flow to TypeScript. | Reviewer is requesting that comments be preserved (mentioned twice), indicating concern about maintaining documentation during the refactoring.",accepted,Accepted
303,capture-app/pull/4186,https://github.com/dhis2/capture-app/pull/4186,QUALITY ; REFACTORING ; QUALITY,Coding convention ; Refactoring correctness ; Design pattern,"Use ReduxState as type | Why remove TrackerProgram? | Should not be added in file, but with the rest of the reduxState types.","Reviewer is enforcing a specific typing convention for Redux state throughout the codebase, appearing multiple times in the review. | Reviewer is questioning whether the removal of TrackerProgram during the refactoring is correct and intentional, raising concern about potential unintended changes. | Reviewer is enforcing architectural organization by indicating that Redux state types should be co-located with other Redux state type definitions rather than inline in the file, appearing twice in di",accepted,Accepted
